dataset,rel_path,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_hue,std_hue,hue_entropy,mean_saturation,mean_value,lab_L,lab_a,lab_b,colorfulness
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00044.jpg,197.8227081298828,198.93495178222656,195.2767791748047,65.53015899658203,60.57997512817383,57.2444953918457,0.2597348093986511,0.25780296325683594,-3.12761486868704,0.12460118532180786,0.8122899532318115,79.44217681884766,-0.43054211139678955,1.6149779558181763,28.582216262817383
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00003.jpg,207.2461700439453,201.10714721679688,203.0765380859375,60.54661178588867,66.05477905273438,61.800594329833984,0.33886516094207764,0.34345126152038574,-3.51756622204269,0.09368275851011276,0.8268908262252808,80.75697326660156,2.9047789573669434,-0.32288435101509094,18.9174747467041
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00004.jpg,216.09439086914062,209.88392639160156,213.03826904296875,52.921424865722656,58.00717544555664,52.299407958984375,0.40145331621170044,0.3518299460411072,-3.5095603695721067,0.09164973348379135,0.8648960590362549,84.19081115722656,3.122591018676758,-0.9426536560058594,21.58612060546875
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00005.jpg,208.78189086914062,201.56504821777344,209.04464721679688,54.200584411621094,59.47693634033203,51.620025634765625,0.46742475032806396,0.3403792679309845,-3.2308514890079283,0.10568135231733322,0.8461735248565674,81.38467407226562,4.369084358215332,-3.02089262008667,23.7319278717041
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00006.jpg,219.3890380859375,212.92984008789062,216.42984008789062,46.63774871826172,51.779056549072266,46.25291061401367,0.4024724066257477,0.34919461607933044,-3.3371617092262906,0.08681131899356842,0.8780262470245361,85.44170379638672,3.183042049407959,-1.0504039525985718,21.147642135620117
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00007.jpg,200.17474365234375,194.15943908691406,196.71046447753906,65.5940933227539,70.9884033203125,65.84142303466797,0.402826189994812,0.35975784063339233,-3.1115716447260997,0.09928560256958008,0.79767906665802,78.10283660888672,3.0272703170776367,-0.7138765454292297,18.44236183166504
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00008.jpg,191.051025390625,184.6517791748047,182.9515380859375,70.87537384033203,76.13079833984375,76.56658172607422,0.311777263879776,0.3468506634235382,-4.058439420529108,0.13215433061122894,0.7576530575752258,74.30823516845703,2.411160469055176,1.7656205892562866,18.940855026245117
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00009.jpg,209.2206573486328,203.88137817382812,204.99362182617188,59.2428092956543,64.22413635253906,61.3653678894043,0.35239604115486145,0.3412213921546936,-3.082463231260444,0.08980128169059753,0.8342536687850952,81.71556091308594,2.4197592735290527,0.036694448441267014,18.579378128051758
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00010.jpg,195.02296447753906,187.9961700439453,186.33163452148438,68.03868103027344,73.20758819580078,73.08821868896484,0.32979148626327515,0.3531773090362549,-3.6505977634841473,0.12389366328716278,0.7747148871421814,75.70624542236328,2.643892765045166,1.7914743423461914,20.442462921142578
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00011.jpg,206.4528045654297,201.56759643554688,206.20025634765625,57.72610855102539,62.74989318847656,58.64187240600586,0.3775516748428345,0.3375299572944641,-3.4099338116631674,0.09570793062448502,0.8347138166427612,81.00447845458984,2.991367816925049,-1.7840005159378052,21.67967987060547
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00012.jpg,219.0331573486328,213.0880126953125,215.79974365234375,52.109371185302734,57.206268310546875,52.49297332763672,0.36885011196136475,0.35138142108917236,-3.518775710697818,0.08655480295419693,0.8757802844047546,85.31234741210938,2.9064507484436035,-0.7105062007904053,20.599336624145508
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00013.jpg,198.19515991210938,191.58035278320312,192.4081573486328,66.01624298095703,72.4847183227539,70.1881332397461,0.37204819917678833,0.34652239084243774,-2.9451052641172804,0.12612034380435944,0.7928621172904968,77.11919403076172,3.025120258331299,0.4160047173500061,21.979534149169922
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00014.jpg,207.6109619140625,199.90943908691406,195.5102081298828,61.755882263183594,69.18354797363281,71.8028564453125,0.2612013816833496,0.3210255801677704,-4.484879480546825,0.12738004326820374,0.8213684558868408,80.2122573852539,2.444488525390625,3.4315783977508545,23.138193130493164
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00015.jpg,209.3966827392578,203.26275634765625,200.94004821777344,60.726402282714844,66.60417938232422,66.48204803466797,0.31729573011398315,0.3255999684333801,-3.498246467070654,0.11233406513929367,0.8332133293151855,81.40739440917969,2.174452304840088,2.005183219909668,21.671838760375977
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00016.jpg,216.3265380859375,209.89540100097656,212.4783172607422,53.11575698852539,58.7976188659668,53.4058837890625,0.37289556860923767,0.34577232599258423,-3.281495188771573,0.09382139146327972,0.865531325340271,84.18383026123047,3.1047306060791016,-0.5971585512161255,21.64968490600586
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00017.jpg,213.82525634765625,206.5880126953125,211.9221954345703,56.40192413330078,63.00238800048828,56.190277099609375,0.3969082236289978,0.3438793122768402,-3.3588920875306636,0.11078577488660812,0.8623549938201904,83.0576400756836,4.067773342132568,-1.929720163345337,25.06923484802246
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00018.jpg,213.83290100097656,208.19004821777344,215.76913452148438,55.23173522949219,60.410926818847656,50.05324935913086,0.4221550226211548,0.347051203250885,-3.4925668853969976,0.09051869809627533,0.8645657896995544,83.62359619140625,3.815977096557617,-3.3331665992736816,22.07147789001465
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00019.jpg,217.90689086914062,212.22703552246094,215.5982208251953,53.643306732177734,59.488033294677734,55.24844741821289,0.35193344950675964,0.34540969133377075,-3.498093076622731,0.08774147927761078,0.8728691339492798,84.95088958740234,2.975710153579712,-1.0263744592666626,20.879072189331055
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00020.jpg,219.75254821777344,215.3482208251953,219.97193908691406,51.01862716674805,55.56584930419922,52.48820877075195,0.411129891872406,0.3405988812446594,-3.6874033098894707,0.0734453797340393,0.8813176155090332,86.05419158935547,2.6324877738952637,-1.7651305198669434,17.951324462890625
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00021.jpg,212.8966827392578,205.45025634765625,207.0216827392578,58.00818634033203,65.06842803955078,64.89755249023438,0.3827045261859894,0.3789704144001007,-3.3946047095991037,0.0892491415143013,0.844627857208252,82.45511627197266,3.2463467121124268,0.2779431939125061,19.06935691833496
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00022.jpg,209.9158172607422,203.36224365234375,206.44387817382812,57.625091552734375,64.18350219726562,58.77969741821289,0.40737026929855347,0.3486737608909607,-2.3190702053343966,0.09808807820081711,0.8396207690238953,81.71385192871094,3.2804148197174072,-0.8302912712097168,20.4930362701416
